lead_I,lead_II,lead_III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
-0.086,-0.255,-0.169,0.17,0.042,-0.212,0.09,0.071,-0.055,-0.115,-0.12,-0.095
-0.085,-0.255,-0.17,0.17,0.043,-0.212,0.09,0.075,-0.055,-0.115,-0.12,-0.095
-0.084,-0.255,-0.171,0.169,0.044,-0.212,0.086,0.079,-0.051,-0.111,-0.12,-0.095
-0.09,-0.256,-0.167,0.173,0.039,-0.211,0.085,0.084,-0.049,-0.11,-0.12,-0.096
-0.085,-0.25,-0.165,0.168,0.04,-0.207,0.085,0.086,-0.051,-0.108,-0.12,-0.093
-0.073,-0.237,-0.164,0.156,0.045,-0.2,0.085,0.094,-0.049,-0.104,-0.12,-0.09
-0.07,-0.23,-0.16,0.15,0.045,-0.195,0.085,0.11,-0.045,-0.105,-0.12,-0.09
-0.062,-0.222,-0.16,0.142,0.049,-0.191,0.085,0.107,-0.045,-0.106,-0.12,-0.09
-0.057,-0.214,-0.157,0.136,0.05,-0.185,0.085,0.104,-0.046,-0.102,-0.117,-0.09
-0.052,-0.206,-0.154,0.129,0.051,-0.18,0.085,0.105,-0.043,-0.1,-0.114,-0.09
-0.043,-0.198,-0.155,0.121,0.056,-0.176,0.084,0.105,-0.04,-0.099,-0.115,-0.09
-0.035,-0.19,-0.155,0.113,0.06,-0.172,0.08,0.105,-0.04,-0.095,-0.115,-0.09
-0.035,-0.185,-0.151,0.11,0.058,-0.168,0.08,0.101,-0.04,-0.095,-0.115,-0.09
-0.035,-0.185,-0.15,0.11,0.058,-0.167,0.08,0.1,-0.037,-0.096,-0.115,-0.091
-0.037,-0.185,-0.148,0.111,0.056,-0.166,0.08,0.1,-0.034,-0.093,-0.115,-0.088
-0.04,-0.185,-0.145,0.113,0.053,-0.165,0.08,0.1,-0.035,-0.09,-0.115,-0.085
-0.04,-0.185,-0.145,0.113,0.053,-0.165,0.08,0.1,-0.035,-0.09,-0.115,-0.085
-0.044,-0.185,-0.141,0.115,0.049,-0.163,0.08,0.1,-0.031,-0.086,-0.111,-0.085
-0.045,-0.185,-0.139,0.115,0.047,-0.162,0.081,0.097,-0.029,-0.084,-0.11,-0.086
-0.045,-0.185,-0.141,0.115,0.048,-0.163,0.078,0.094,-0.031,-0.086,-0.11,-0.083
-0.045,-0.184,-0.139,0.115,0.047,-0.161,0.083,0.095,-0.029,-0.084,-0.11,-0.08
-0.045,-0.18,-0.135,0.113,0.045,-0.157,0.1,0.095,-0.025,-0.08,-0.11,-0.08
-0.045,-0.18,-0.135,0.113,0.045,-0.157,0.105,0.095,-0.025,-0.08,-0.11,-0.08
-0.048,-0.18,-0.132,0.114,0.042,-0.156,0.105,0.094,-0.025,-0.081,-0.11,-0.081
-0.05,-0.18,-0.13,0.115,0.04,-0.155,0.105,0.098,-0.025,-0.078,-0.11,-0.078
-0.051,-0.18,-0.129,0.115,0.039,-0.155,0.105,0.107,-0.024,-0.075,-0.11,-0.075
-0.055,-0.18,-0.125,0.118,0.035,-0.152,0.105,0.11,-0.02,-0.075,-0.11,-0.075
-0.055,-0.18,-0.125,0.118,0.035,-0.152,0.105,0.114,-0.016,-0.071,-0.106,-0.075
-0.055,-0.181,-0.126,0.119,0.035,-0.153,0.105,0.118,-0.015,-0.07,-0.105,-0.075
-0.053,-0.175,-0.121,0.115,0.034,-0.148,0.105,0.122,-0.014,-0.068,-0.103,-0.075
-0.049,-0.163,-0.113,0.106,0.033,-0.138,0.105,0.126,-0.009,-0.065,-0.099,-0.074
-0.045,-0.155,-0.11,0.1,0.033,-0.132,0.105,0.13,-0.005,-0.065,-0.1,-0.07
-0.037,-0.143,-0.106,0.09,0.035,-0.124,0.105,0.13,-0.005,-0.061,-0.101,-0.07
-0.032,-0.134,-0.102,0.083,0.035,-0.118,0.105,0.133,-0.002,-0.06,-0.097,-0.07
-0.026,-0.124,-0.099,0.075,0.037,-0.112,0.105,0.135,0.002,-0.058,-0.095,-0.07
-0.019,-0.112,-0.093,0.066,0.037,-0.103,0.105,0.136,0.006,-0.055,-0.094,-0.069
-0.015,-0.105,-0.09,0.06,0.038,-0.097,0.105,0.14,0.01,-0.055,-0.09,-0.065
0.007,-0.1,-0.107,0.047,0.057,-0.104,0.105,0.14,0.014,-0.051,-0.09,-0.065
0.008,-0.1,-0.109,0.046,0.058,-0.104,0.105,0.143,0.019,-0.05,-0.091,-0.065
0.006,-0.098,-0.104,0.047,0.055,-0.101,0.105,0.145,0.02,-0.048,-0.087,-0.065
0.01,-0.095,-0.105,0.043,0.058,-0.1,0.105,0.146,0.021,-0.045,-0.078,-0.065
0.01,-0.095,-0.105,0.043,0.058,-0.1,0.105,0.15,0.025,-0.045,-0.075,-0.065
0.014,-0.091,-0.105,0.039,0.06,-0.097,0.105,0.149,0.029,-0.037,-0.071,-0.061
0.015,-0.09,-0.106,0.038,0.06,-0.097,0.105,0.157,0.031,-0.031,-0.064,-0.057
0.015,-0.088,-0.103,0.037,0.059,-0.095,0.105,0.176,0.043,-0.029,-0.057,-0.053
0.015,-0.085,-0.1,0.035,0.058,-0.092,0.105,0.193,0.058,-0.023,-0.054,-0.049
0.015,-0.085,-0.1,0.035,0.058,-0.092,0.105,0.195,0.06,-0.015,-0.05,-0.045
0.019,-0.081,-0.1,0.031,0.06,-0.09,0.105,0.194,0.058,-0.011,-0.042,-0.04
0.02,-0.08,-0.1,0.03,0.06,-0.09,0.106,0.203,0.075,-0.008,-0.037,-0.041
0.022,-0.078,-0.1,0.028,0.062,-0.089,0.103,0.215,0.089,-0.001,-0.033,-0.037
0.024,-0.075,-0.099,0.025,0.062,-0.087,0.1,0.221,0.09,0.007,-0.029,-0.029
0.02,-0.075,-0.095,0.028,0.058,-0.085,0.1,0.225,0.095,0.015,-0.025,-0.025
0.024,-0.071,-0.095,0.024,0.059,-0.082,0.1,0.229,0.099,0.023,-0.021,-0.017
0.025,-0.07,-0.096,0.023,0.06,-0.082,0.1,0.232,0.103,0.031,-0.017,-0.012
0.026,-0.067,-0.093,0.021,0.06,-0.08,0.1,0.241,0.109,0.039,-0.012,-0.006
0.032,-0.058,-0.089,0.013,0.061,-0.074,0.1,0.26,0.126,0.046,-0.003,0.001
0.04,-0.05,-0.09,0.005,0.065,-0.07,0.1,0.275,0.145,0.05,0.005,0.005
0.049,-0.042,-0.091,-0.003,0.07,-0.066,0.1,0.279,0.144,0.054,0.009,0.013
0.05,-0.034,-0.084,-0.008,0.067,-0.059,0.1,0.289,0.156,0.059,0.015,0.022
0.051,-0.026,-0.077,-0.013,0.064,-0.051,0.1,0.299,0.17,0.06,0.025,0.027
0.056,-0.018,-0.074,-0.018,0.065,-0.046,0.1,0.3,0.177,0.069,0.031,0.031
0.06,-0.01,-0.07,-0.025,0.065,-0.04,0.1,0.305,0.19,0.09,0.035,0.04
0.064,0.002,-0.062,-0.033,0.063,-0.029,0.1,0.327,0.198,0.103,0.052,0.049
0.068,0.011,-0.056,-0.039,0.062,-0.022,0.097,0.33,0.206,0.112,0.057,0.051
0.072,0.019,-0.053,-0.045,0.062,-0.017,0.094,0.338,0.23,0.132,0.069,0.065
0.075,0.027,-0.048,-0.051,0.061,-0.01,0.095,0.359,0.253,0.153,0.089,0.083
0.075,0.035,-0.04,-0.055,0.057,-0.002,0.095,0.365,0.255,0.155,0.095,0.085
0.075,0.043,-0.032,-0.059,0.053,0.005,0.095,0.369,0.265,0.157,0.098,0.088
0.075,0.051,-0.024,-0.063,0.049,0.013,0.095,0.372,0.287,0.176,0.113,0.097
0.074,0.058,-0.016,-0.066,0.045,0.021,0.095,0.381,0.297,0.189,0.121,0.1
0.076,0.068,-0.008,-0.072,0.042,0.03,0.095,0.392,0.304,0.199,0.13,0.11
0.08,0.08,0.0,-0.08,0.04,0.04,0.095,0.395,0.33,0.22,0.155,0.135
0.078,0.082,0.004,-0.081,0.037,0.043,0.095,0.394,0.34,0.228,0.155,0.144
0.096,0.104,0.008,-0.1,0.043,0.055,0.095,0.401,0.341,0.241,0.165,0.147
0.107,0.119,0.012,-0.113,0.047,0.065,0.095,0.408,0.355,0.26,0.182,0.154
0.106,0.122,0.016,-0.115,0.045,0.069,0.095,0.411,0.373,0.272,0.192,0.161
0.12,0.14,0.02,-0.13,0.05,0.08,0.095,0.415,0.375,0.27,0.2,0.165
0.132,0.156,0.024,-0.145,0.054,0.09,0.099,0.418,0.378,0.268,0.204,0.173
0.143,0.171,0.028,-0.157,0.057,0.099,0.1,0.432,0.386,0.285,0.207,0.178
0.142,0.175,0.032,-0.159,0.055,0.103,0.1,0.444,0.392,0.301,0.215,0.184
0.133,0.169,0.036,-0.152,0.049,0.102,0.1,0.446,0.396,0.306,0.228,0.191
0.135,0.17,0.035,-0.153,0.05,0.102,0.1,0.45,0.4,0.31,0.235,0.195
0.149,0.182,0.033,-0.166,0.057,0.108,0.1,0.455,0.403,0.318,0.238,0.203
0.145,0.191,0.047,-0.169,0.048,0.119,0.1,0.455,0.414,0.326,0.252,0.208
0.14,0.199,0.059,-0.17,0.04,0.129,0.1,0.457,0.424,0.334,0.264,0.212
0.146,0.215,0.069,-0.181,0.039,0.141,0.1,0.461,0.425,0.342,0.265,0.216
0.15,0.235,0.085,-0.193,0.032,0.16,0.1,0.46,0.425,0.345,0.265,0.22
0.154,0.24,0.086,-0.197,0.034,0.162,0.1,0.46,0.429,0.345,0.265,0.224
0.159,0.243,0.084,-0.202,0.037,0.164,0.1,0.463,0.43,0.345,0.268,0.225
0.158,0.244,0.086,-0.202,0.036,0.165,0.1,0.466,0.432,0.346,0.271,0.225
0.155,0.239,0.084,-0.197,0.036,0.161,0.101,0.465,0.435,0.344,0.27,0.225
0.15,0.235,0.085,-0.193,0.032,0.16,0.105,0.465,0.435,0.345,0.27,0.225
0.124,0.235,0.111,-0.18,0.006,0.173,0.105,0.469,0.452,0.367,0.274,0.233
0.12,0.233,0.112,-0.177,0.004,0.172,0.105,0.471,0.451,0.367,0.279,0.24
0.127,0.227,0.1,-0.178,0.014,0.163,0.105,0.47,0.442,0.355,0.278,0.237
0.132,0.225,0.093,-0.179,0.019,0.159,0.105,0.471,0.439,0.348,0.284,0.228
0.14,0.225,0.085,-0.183,0.027,0.155,0.105,0.47,0.435,0.34,0.3,0.225
0.136,0.214,0.077,-0.175,0.03,0.145,0.105,0.458,0.427,0.332,0.289,0.221
0.133,0.201,0.068,-0.167,0.032,0.134,0.105,0.446,0.421,0.323,0.275,0.214
0.125,0.189,0.064,-0.157,0.03,0.126,0.105,0.434,0.42,0.318,0.264,0.207
0.121,0.178,0.057,-0.149,0.032,0.117,0.105,0.422,0.411,0.313,0.252,0.204
0.13,0.17,0.04,-0.15,0.045,0.105,0.105,0.41,0.39,0.3,0.24,0.2
0.13,0.158,0.028,-0.144,0.05,0.093,0.105,0.394,0.374,0.288,0.224,0.188
0.134,0.147,0.013,-0.141,0.06,0.08,0.104,0.378,0.355,0.275,0.211,0.175
0.132,0.13,-0.002,-0.131,0.067,0.063,0.11,0.361,0.337,0.267,0.199,0.166
0.115,0.103,-0.012,-0.109,0.064,0.046,0.122,0.347,0.32,0.256,0.187,0.157
0.1,0.08,-0.02,-0.09,0.06,0.03,0.125,0.335,0.3,0.235,0.175,0.145
0.096,0.068,-0.028,-0.082,0.061,0.019,0.125,0.315,0.284,0.219,0.159,0.132
0.092,0.056,-0.036,-0.074,0.064,0.01,0.125,0.298,0.268,0.201,0.146,0.125
0.088,0.044,-0.044,-0.066,0.066,0.0,0.125,0.28,0.252,0.18,0.131,0.112
0.084,0.032,-0.051,-0.058,0.067,-0.009,0.125,0.261,0.235,0.16,0.109,0.089
0.075,0.02,-0.055,-0.047,0.065,-0.017,0.125,0.245,0.215,0.14,0.09,0.07
0.063,0.004,-0.059,-0.034,0.061,-0.027,0.129,0.229,0.195,0.119,0.078,0.057
0.051,-0.012,-0.063,-0.019,0.057,-0.037,0.13,0.216,0.177,0.105,0.066,0.049
0.038,-0.029,-0.066,-0.004,0.052,-0.047,0.13,0.204,0.164,0.096,0.056,0.041
0.012,-0.051,-0.063,0.02,0.038,-0.057,0.13,0.192,0.151,0.087,0.047,0.032
0.0,-0.065,-0.065,0.033,0.033,-0.065,0.13,0.18,0.135,0.075,0.035,0.02
0.053,-0.046,-0.099,-0.003,0.077,-0.072,0.13,0.168,0.123,0.068,0.023,0.012
0.038,-0.067,-0.105,0.015,0.072,-0.086,0.127,0.159,0.111,0.053,0.014,0.004
0.007,-0.092,-0.098,0.042,0.053,-0.095,0.124,0.151,0.099,0.038,0.006,-0.004
0.011,-0.09,-0.101,0.04,0.056,-0.095,0.125,0.143,0.087,0.027,-0.002,-0.012
0.005,-0.095,-0.1,0.045,0.053,-0.097,0.125,0.135,0.075,0.015,-0.01,-0.02
-0.004,-0.1,-0.096,0.052,0.046,-0.097,0.125,0.127,0.063,0.003,-0.018,-0.024
-0.006,-0.1,-0.094,0.053,0.044,-0.096,0.126,0.119,0.053,-0.007,-0.026,-0.03
-0.005,-0.102,-0.097,0.054,0.046,-0.099,0.123,0.111,0.048,-0.012,-0.034,-0.04
-0.014,-0.105,-0.092,0.06,0.039,-0.098,0.12,0.104,0.044,-0.016,-0.042,-0.046
-0.025,-0.11,-0.085,0.068,0.03,-0.097,0.12,0.1,0.04,-0.02,-0.05,-0.05
-0.009,-0.127,-0.119,0.068,0.055,-0.122,0.12,0.092,0.032,-0.028,-0.055,-0.054
-0.006,-0.129,-0.123,0.068,0.059,-0.126,0.12,0.087,0.026,-0.033,-0.055,-0.055
-0.013,-0.124,-0.111,0.069,0.05,-0.117,0.12,0.081,0.024,-0.037,-0.057,-0.054
-0.016,-0.125,-0.11,0.07,0.047,-0.117,0.12,0.074,0.018,-0.041,-0.06,-0.056
-0.02,-0.125,-0.105,0.073,0.043,-0.115,0.12,0.07,0.01,-0.045,-0.06,-0.06
-0.028,-0.125,-0.097,0.077,0.035,-0.111,0.116,0.066,0.006,-0.045,-0.064,-0.06
-0.033,-0.125,-0.092,0.079,0.03,-0.108,0.115,0.062,0.003,-0.048,-0.064,-0.059
-0.037,-0.125,-0.088,0.081,0.026,-0.106,0.115,0.058,-0.004,-0.05,-0.068,-0.062
-0.041,-0.124,-0.084,0.083,0.022,-0.104,0.115,0.055,-0.011,-0.051,-0.077,-0.065
-0.04,-0.12,-0.08,0.08,0.02,-0.1,0.115,0.055,-0.015,-0.055,-0.08,-0.065
-0.035,-0.116,-0.08,0.075,0.023,-0.097,0.115,0.051,-0.019,-0.055,-0.084,-0.065
-0.038,-0.115,-0.077,0.077,0.02,-0.096,0.112,0.046,-0.023,-0.058,-0.085,-0.065
-0.039,-0.114,-0.075,0.077,0.018,-0.094,0.109,0.045,-0.026,-0.061,-0.085,-0.065
-0.034,-0.109,-0.074,0.072,0.02,-0.091,0.11,0.044,-0.025,-0.06,-0.085,-0.066
-0.035,-0.105,-0.07,0.07,0.018,-0.087,0.11,0.04,-0.025,-0.06,-0.085,-0.07
-0.035,-0.105,-0.07,0.07,0.018,-0.087,0.11,0.036,-0.029,-0.06,-0.085,-0.07
-0.035,-0.102,-0.067,0.069,0.016,-0.084,0.11,0.034,-0.031,-0.06,-0.086,-0.07
-0.035,-0.1,-0.065,0.068,0.015,-0.082,0.11,0.037,-0.029,-0.06,-0.083,-0.07
-0.035,-0.099,-0.064,0.068,0.015,-0.081,0.109,0.04,-0.031,-0.06,-0.08,-0.07
-0.035,-0.095,-0.06,0.065,0.013,-0.077,0.105,0.04,-0.035,-0.06,-0.08,-0.07
-0.036,-0.095,-0.059,0.065,0.012,-0.076,0.105,0.04,-0.035,-0.06,-0.08,-0.074
-0.028,-0.096,-0.067,0.062,0.02,-0.081,0.105,0.04,-0.035,-0.06,-0.08,-0.075
-0.026,-0.093,-0.067,0.059,0.021,-0.08,0.105,0.04,-0.035,-0.06,-0.08,-0.075
-0.031,-0.09,-0.058,0.061,0.014,-0.074,0.104,0.04,-0.036,-0.06,-0.08,-0.075
-0.035,-0.09,-0.055,0.063,0.01,-0.072,0.1,0.04,-0.04,-0.06,-0.08,-0.075
-0.039,-0.086,-0.047,0.063,0.004,-0.066,0.1,0.04,-0.04,-0.06,-0.08,-0.075
-0.042,-0.084,-0.042,0.064,0.0,-0.063,0.1,0.04,-0.04,-0.06,-0.077,-0.075
-0.049,-0.086,-0.036,0.067,-0.006,-0.06,0.1,0.04,-0.04,-0.06,-0.074,-0.075
-0.056,-0.084,-0.029,0.07,-0.013,-0.056,0.099,0.04,-0.04,-0.06,-0.075,-0.075
-0.055,-0.08,-0.025,0.068,-0.015,-0.052,0.095,0.04,-0.04,-0.06,-0.075,-0.075
-0.059,-0.08,-0.021,0.069,-0.019,-0.05,0.095,0.04,-0.044,-0.06,-0.075,-0.075
-0.063,-0.08,-0.017,0.072,-0.023,-0.048,0.095,0.04,-0.045,-0.06,-0.075,-0.075
-0.067,-0.08,-0.013,0.074,-0.027,-0.046,0.095,0.04,-0.045,-0.059,-0.075,-0.075
-0.071,-0.08,-0.009,0.076,-0.031,-0.044,0.095,0.04,-0.045,-0.061,-0.075,-0.075
-0.075,-0.08,-0.005,0.078,-0.035,-0.042,0.095,0.04,-0.045,-0.07,-0.075,-0.075
-0.079,-0.08,-0.001,0.08,-0.039,-0.04,0.091,0.04,-0.045,-0.079,-0.071,-0.075
-0.082,-0.08,0.002,0.081,-0.042,-0.039,0.09,0.04,-0.045,-0.081,-0.07,-0.075
-0.072,-0.08,-0.008,0.076,-0.032,-0.044,0.09,0.04,-0.045,-0.08,-0.07,-0.075
-0.049,-0.08,-0.031,0.065,-0.009,-0.055,0.09,0.04,-0.045,-0.08,-0.07,-0.075
-0.035,-0.08,-0.045,0.058,0.005,-0.062,0.09,0.04,-0.045,-0.08,-0.07,-0.075
-0.038,-0.08,-0.041,0.059,0.001,-0.061,0.086,0.04,-0.045,-0.08,-0.07,-0.075
-0.041,-0.081,-0.039,0.061,-0.001,-0.06,0.085,0.04,-0.045,-0.08,-0.07,-0.075
-0.038,-0.078,-0.04,0.058,0.001,-0.059,0.085,0.04,-0.045,-0.08,-0.07,-0.075
-0.035,-0.075,-0.04,0.055,0.003,-0.057,0.085,0.04,-0.045,-0.08,-0.07,-0.075
-0.035,-0.075,-0.04,0.055,0.003,-0.057,0.085,0.04,-0.045,-0.08,-0.07,-0.075
-0.035,-0.075,-0.04,0.055,0.003,-0.057,0.085,0.036,-0.045,-0.08,-0.074,-0.075
-0.035,-0.075,-0.04,0.055,0.003,-0.057,0.082,0.035,-0.045,-0.08,-0.075,-0.074
-0.035,-0.075,-0.04,0.055,0.003,-0.057,0.079,0.035,-0.045,-0.08,-0.075,-0.077
-0.035,-0.075,-0.04,0.055,0.003,-0.057,0.08,0.035,-0.045,-0.08,-0.075,-0.08
-0.035,-0.075,-0.04,0.055,0.003,-0.057,0.08,0.035,-0.045,-0.08,-0.075,-0.08
-0.035,-0.075,-0.04,0.055,0.003,-0.057,0.08,0.035,-0.045,-0.08,-0.079,-0.08
-0.035,-0.075,-0.04,0.055,0.003,-0.057,0.08,0.032,-0.045,-0.08,-0.081,-0.08
-0.035,-0.075,-0.04,0.055,0.003,-0.057,0.08,0.029,-0.045,-0.08,-0.079,-0.08
-0.036,-0.075,-0.039,0.055,0.002,-0.057,0.08,0.03,-0.045,-0.08,-0.081,-0.08
-0.04,-0.075,-0.035,0.058,-0.002,-0.055,0.08,0.03,-0.045,-0.08,-0.085,-0.08
-0.041,-0.075,-0.035,0.059,-0.002,-0.055,0.076,0.03,-0.045,-0.08,-0.085,-0.08
-0.037,-0.072,-0.035,0.055,-0.001,-0.053,0.075,0.03,-0.045,-0.08,-0.085,-0.08
-0.034,-0.069,-0.035,0.052,0.0,-0.052,0.075,0.03,-0.045,-0.08,-0.083,-0.08
-0.035,-0.07,-0.035,0.053,0.0,-0.052,0.075,0.029,-0.045,-0.08,-0.08,-0.08
-0.035,-0.07,-0.035,0.053,0.0,-0.052,0.075,0.025,-0.045,-0.08,-0.08,-0.08
-0.031,-0.066,-0.035,0.049,0.003,-0.05,0.075,0.025,-0.045,-0.08,-0.083,-0.08
-0.03,-0.065,-0.035,0.048,0.003,-0.05,0.075,0.025,-0.045,-0.08,-0.098,-0.08
-0.03,-0.065,-0.035,0.048,0.003,-0.05,0.075,0.025,-0.045,-0.08,-0.107,-0.08
-0.03,-0.065,-0.035,0.048,0.003,-0.05,0.074,0.025,-0.046,-0.081,-0.105,-0.08
-0.03,-0.065,-0.035,0.048,0.003,-0.05,0.07,0.025,-0.05,-0.085,-0.105,-0.08
-0.026,-0.061,-0.035,0.044,0.005,-0.047,0.07,0.021,-0.05,-0.085,-0.105,-0.08
-0.024,-0.059,-0.035,0.042,0.006,-0.047,0.07,0.02,-0.05,-0.084,-0.105,-0.08
-0.027,-0.061,-0.034,0.044,0.003,-0.047,0.07,0.02,-0.05,-0.087,-0.105,-0.08
-0.031,-0.059,-0.028,0.045,-0.001,-0.044,0.07,0.02,-0.051,-0.09,-0.105,-0.08
-0.025,-0.055,-0.03,0.04,0.003,-0.042,0.07,0.02,-0.055,-0.09,-0.105,-0.08
0.001,-0.055,-0.056,0.027,0.029,-0.055,0.07,0.02,-0.055,-0.09,-0.105,-0.08
0.004,-0.055,-0.059,0.026,0.032,-0.057,0.07,0.02,-0.054,-0.093,-0.105,-0.08
-0.002,-0.055,-0.054,0.029,0.026,-0.055,0.07,0.018,-0.057,-0.095,-0.105,-0.08
0.001,-0.054,-0.055,0.027,0.029,-0.055,0.069,0.014,-0.06,-0.095,-0.105,-0.08
0.005,-0.05,-0.055,0.023,0.03,-0.052,0.065,0.01,-0.06,-0.095,-0.105,-0.08
0.006,-0.05,-0.055,0.023,0.03,-0.052,0.065,0.006,-0.06,-0.095,-0.105,-0.084
0.002,-0.05,-0.052,0.024,0.027,-0.051,0.065,0.002,-0.063,-0.098,-0.105,-0.088
0.0,-0.05,-0.049,0.025,0.025,-0.05,0.065,-0.002,-0.067,-0.101,-0.105,-0.092
-0.001,-0.051,-0.05,0.026,0.025,-0.05,0.065,-0.006,-0.071,-0.1,-0.104,-0.095
-0.005,-0.055,-0.05,0.03,0.023,-0.052,0.065,-0.01,-0.075,-0.1,-0.105,-0.095
-0.005,-0.055,-0.05,0.03,0.023,-0.052,0.065,-0.014,-0.075,-0.1,-0.122,-0.095
-0.008,-0.055,-0.047,0.032,0.02,-0.051,0.065,-0.015,-0.078,-0.1,-0.124,-0.095
-0.011,-0.055,-0.044,0.033,0.017,-0.05,0.065,-0.017,-0.081,-0.1,-0.119,-0.095
-0.01,-0.055,-0.045,0.033,0.018,-0.05,0.065,-0.021,-0.08,-0.101,-0.12,-0.095
-0.01,-0.055,-0.045,0.033,0.018,-0.05,0.065,-0.02,-0.08,-0.105,-0.12,-0.095
-0.011,-0.056,-0.045,0.034,0.017,-0.05,0.065,-0.02,-0.08,-0.105,-0.12,-0.095
-0.004,-0.049,-0.046,0.027,0.021,-0.047,0.065,-0.023,-0.079,-0.104,-0.12,-0.095
-0.016,-0.059,-0.043,0.038,0.014,-0.051,0.065,-0.026,-0.082,-0.107,-0.12,-0.095
-0.037,-0.077,-0.04,0.057,0.002,-0.058,0.065,-0.025,-0.085,-0.11,-0.12,-0.095
-0.03,-0.07,-0.04,0.05,0.005,-0.055,0.065,-0.025,-0.085,-0.11,-0.12,-0.095
-0.025,-0.065,-0.04,0.045,0.008,-0.052,0.065,-0.029,-0.085,-0.11,-0.116,-0.095
-0.025,-0.065,-0.041,0.045,0.009,-0.052,0.065,-0.031,-0.085,-0.113,-0.115,-0.095
-0.025,-0.064,-0.038,0.045,0.007,-0.05,0.065,-0.029,-0.085,-0.116,-0.115,-0.095
-0.024,-0.059,-0.035,0.042,0.005,-0.046,0.065,-0.031,-0.086,-0.115,-0.115,-0.095
-0.02,-0.055,-0.035,0.038,0.008,-0.045,0.065,-0.035,-0.09,-0.115,-0.115,-0.095
-0.019,-0.054,-0.035,0.037,0.008,-0.045,0.065,-0.035,-0.09,-0.115,-0.115,-0.095
-0.026,-0.061,-0.035,0.044,0.005,-0.048,0.065,-0.035,-0.09,-0.112,-0.115,-0.095
-0.034,-0.068,-0.034,0.051,0.001,-0.051,0.065,-0.035,-0.09,-0.109,-0.115,-0.095
-0.043,-0.08,-0.037,0.062,-0.003,-0.058,0.065,-0.035,-0.09,-0.11,-0.114,-0.095
-0.05,-0.1,-0.05,0.075,0.0,-0.075,0.065,-0.035,-0.09,-0.11,-0.11,-0.095
-0.033,-0.097,-0.064,0.065,0.016,-0.08,0.064,-0.035,-0.09,-0.11,-0.11,-0.095
-0.031,-0.094,-0.063,0.063,0.016,-0.078,0.072,-0.035,-0.09,-0.11,-0.11,-0.095
-0.035,-0.094,-0.059,0.064,0.012,-0.076,0.074,-0.035,-0.09,-0.11,-0.11,-0.095
-0.028,-0.088,-0.06,0.058,0.016,-0.074,0.069,-0.035,-0.09,-0.11,-0.11,-0.095
-0.03,-0.09,-0.06,0.06,0.015,-0.075,0.07,-0.035,-0.09,-0.11,-0.11,-0.095
-0.055,-0.115,-0.06,0.085,0.002,-0.088,0.07,-0.035,-0.09,-0.11,-0.11,-0.095
-0.06,-0.12,-0.06,0.09,0.0,-0.09,0.07,-0.035,-0.089,-0.11,-0.11,-0.094
-0.052,-0.112,-0.06,0.082,0.005,-0.085,0.068,-0.035,-0.092,-0.11,-0.11,-0.097
-0.05,-0.11,-0.06,0.08,0.005,-0.085,0.065,-0.035,-0.095,-0.11,-0.111,-0.1
-0.05,-0.11,-0.06,0.08,0.005,-0.085,0.065,-0.035,-0.095,-0.11,-0.115,-0.1
-0.046,-0.106,-0.06,0.076,0.008,-0.082,0.065,-0.035,-0.095,-0.11,-0.119,-0.1
-0.045,-0.105,-0.06,0.075,0.008,-0.082,0.066,-0.035,-0.095,-0.11,-0.12,-0.1
-0.044,-0.104,-0.06,0.074,0.008,-0.082,0.063,-0.035,-0.095,-0.11,-0.12,-0.1
-0.038,-0.099,-0.06,0.069,0.011,-0.079,0.06,-0.035,-0.095,-0.11,-0.12,-0.1
-0.035,-0.095,-0.06,0.065,0.013,-0.077,0.06,-0.035,-0.095,-0.11,-0.12,-0.1
-0.039,-0.095,-0.056,0.068,0.009,-0.075,0.06,-0.035,-0.095,-0.11,-0.12,-0.1
-0.038,-0.092,-0.055,0.065,0.009,-0.073,0.06,-0.035,-0.095,-0.11,-0.12,-0.1
-0.034,-0.089,-0.055,0.062,0.011,-0.071,0.06,-0.035,-0.095,-0.11,-0.12,-0.1
-0.036,-0.091,-0.055,0.064,0.01,-0.073,0.059,-0.035,-0.095,-0.11,-0.121,-0.1
-0.04,-0.095,-0.055,0.068,0.008,-0.075,0.055,-0.035,-0.095,-0.11,-0.125,-0.1
-0.04,-0.095,-0.055,0.068,0.008,-0.075,0.055,-0.035,-0.095,-0.11,-0.125,-0.1
-0.04,-0.095,-0.055,0.068,0.008,-0.075,0.055,-0.035,-0.092,-0.11,-0.125,-0.1
-0.04,-0.095,-0.055,0.068,0.008,-0.075,0.055,-0.035,-0.089,-0.11,-0.125,-0.1
-0.041,-0.096,-0.055,0.069,0.008,-0.075,0.054,-0.035,-0.09,-0.111,-0.125,-0.1
-0.045,-0.1,-0.055,0.073,0.005,-0.077,0.05,-0.035,-0.09,-0.115,-0.125,-0.1
-0.045,-0.1,-0.055,0.073,0.005,-0.077,0.05,-0.039,-0.09,-0.115,-0.125,-0.1
-0.045,-0.1,-0.055,0.073,0.005,-0.077,0.05,-0.041,-0.087,-0.115,-0.126,-0.1
-0.045,-0.1,-0.055,0.073,0.005,-0.077,0.05,-0.038,-0.084,-0.115,-0.123,-0.1
-0.046,-0.1,-0.054,0.073,0.004,-0.077,0.05,-0.035,-0.085,-0.114,-0.12,-0.1
