I,II,III,aVR,aVL,aVF
0.182,0.328,0.146,-0.256,0.018,0.237
0.173,0.346,0.174,-0.26,-0.001,0.26
0.154,0.354,0.2,-0.254,-0.023,0.277
0.166,0.353,0.188,-0.259,-0.011,0.27
0.19,0.375,0.185,-0.283,0.002,0.28
0.195,0.376,0.181,-0.285,0.006,0.278
0.198,0.375,0.177,-0.287,0.01,0.276
0.183,0.372,0.189,-0.278,-0.003,0.28
0.163,0.372,0.209,-0.268,-0.023,0.29
0.175,0.395,0.22,-0.285,-0.023,0.307
0.189,0.422,0.233,-0.306,-0.023,0.328
0.189,0.422,0.233,-0.305,-0.023,0.327
0.181,0.41,0.23,-0.295,-0.025,0.319
0.174,0.403,0.229,-0.289,-0.028,0.316
0.17,0.395,0.225,-0.283,-0.028,0.31
0.162,0.387,0.225,-0.275,-0.032,0.306
0.157,0.378,0.222,-0.268,-0.033,0.3
0.153,0.373,0.22,-0.263,-0.034,0.296
0.149,0.368,0.219,-0.259,-0.035,0.294
0.145,0.36,0.215,-0.253,-0.035,0.287
0.137,0.352,0.215,-0.245,-0.039,0.283
0.132,0.344,0.212,-0.238,-0.04,0.278
0.126,0.336,0.211,-0.231,-0.042,0.273
0.12,0.328,0.208,-0.224,-0.044,0.268
0.125,0.32,0.195,-0.223,-0.035,0.257
0.128,0.314,0.187,-0.222,-0.029,0.25
0.106,0.285,0.179,-0.196,-0.037,0.232
0.075,0.246,0.171,-0.161,-0.049,0.209
0.058,0.22,0.162,-0.14,-0.052,0.191
0.06,0.21,0.15,-0.135,-0.045,0.18
0.06,0.202,0.142,-0.131,-0.041,0.172
0.059,0.194,0.135,-0.126,-0.038,0.164
0.063,0.187,0.124,-0.125,-0.031,0.155
0.064,0.177,0.113,-0.121,-0.024,0.144
0.055,0.16,0.105,-0.108,-0.025,0.132
0.047,0.144,0.097,-0.096,-0.025,0.12
0.036,0.128,0.092,-0.082,-0.028,0.109
0.025,0.113,0.088,-0.069,-0.032,0.101
0.019,0.103,0.084,-0.061,-0.033,0.093
0.015,0.095,0.08,-0.055,-0.033,0.087
0.006,0.087,0.08,-0.046,-0.037,0.083
0.004,0.082,0.078,-0.044,-0.037,0.079
0.004,0.077,0.072,-0.041,-0.034,0.074
-0.002,0.068,0.07,-0.033,-0.036,0.069
-0.01,0.06,0.07,-0.025,-0.04,0.065
-0.01,0.056,0.066,-0.023,-0.039,0.061
-0.01,0.052,0.061,-0.021,-0.036,0.056
-0.01,0.05,0.06,-0.02,-0.035,0.055
-0.01,0.049,0.059,-0.02,-0.035,0.054
-0.01,0.045,0.055,-0.018,-0.033,0.05
-0.01,0.045,0.055,-0.018,-0.033,0.05
-0.009,0.046,0.055,-0.019,-0.033,0.05
-0.012,0.043,0.055,-0.016,-0.034,0.049
-0.015,0.04,0.054,-0.013,-0.034,0.046
-0.01,0.04,0.05,-0.015,-0.03,0.045
-0.009,0.04,0.05,-0.016,-0.03,0.045
-0.013,0.037,0.05,-0.012,-0.032,0.043
-0.016,0.034,0.05,-0.009,-0.034,0.042
-0.014,0.035,0.049,-0.011,-0.032,0.042
-0.01,0.035,0.045,-0.013,-0.028,0.04
-0.014,0.031,0.045,-0.009,-0.03,0.037
-0.015,0.03,0.045,-0.008,-0.03,0.037
-0.017,0.028,0.045,-0.006,-0.031,0.036
-0.021,0.024,0.045,-0.002,-0.034,0.035
-0.02,0.025,0.045,-0.003,-0.033,0.035
-0.015,0.025,0.041,-0.005,-0.029,0.033
-0.018,0.022,0.04,-0.002,-0.029,0.031
-0.021,0.019,0.04,0.001,-0.03,0.03
-0.02,0.02,0.04,0.0,-0.03,0.03
-0.02,0.02,0.04,0.0,-0.03,0.03
-0.02,0.016,0.036,0.002,-0.028,0.026
-0.02,0.014,0.035,0.002,-0.028,0.024
-0.02,0.016,0.035,0.001,-0.028,0.025
-0.021,0.014,0.035,0.003,-0.028,0.024
-0.025,0.01,0.035,0.007,-0.03,0.022
-0.025,0.01,0.035,0.007,-0.03,0.022
-0.025,0.007,0.032,0.009,-0.029,0.019
-0.024,0.004,0.028,0.009,-0.026,0.016
-0.019,0.005,0.024,0.006,-0.022,0.015
-0.015,0.005,0.02,0.005,-0.018,0.012
-0.015,0.001,0.016,0.007,-0.015,0.008
-0.016,-0.001,0.015,0.007,-0.015,0.007
-0.013,0.001,0.014,0.006,-0.013,0.007
-0.01,-0.001,0.009,0.005,-0.009,0.004
-0.01,-0.005,0.005,0.007,-0.007,0.0
-0.006,-0.005,0.001,0.006,-0.003,-0.002
-0.001,-0.004,-0.004,0.003,0.002,-0.004
-0.002,-0.007,-0.005,0.005,0.002,-0.006
-0.004,-0.01,-0.006,0.008,0.001,-0.008
0.0,-0.01,-0.01,0.005,0.005,-0.01
-0.004,-0.014,-0.01,0.009,0.003,-0.011
-0.002,-0.016,-0.013,0.009,0.006,-0.014
0.001,-0.014,-0.015,0.007,0.008,-0.015
0.0,-0.016,-0.016,0.008,0.008,-0.016
0.0,-0.02,-0.02,0.01,0.01,-0.02
0.0,-0.02,-0.02,0.01,0.01,-0.02
0.0,-0.019,-0.019,0.01,0.01,-0.019
0.0,-0.022,-0.022,0.011,0.011,-0.022
0.0,-0.026,-0.025,0.013,0.013,-0.025
0.0,-0.025,-0.025,0.013,0.013,-0.025
0.005,-0.024,-0.029,0.01,0.018,-0.026
-0.001,-0.031,-0.03,0.015,0.015,-0.03
-0.007,-0.038,-0.032,0.023,0.013,-0.035
-0.004,-0.039,-0.036,0.022,0.016,-0.037
0.0,-0.035,-0.035,0.018,0.018,-0.035
-0.002,-0.035,-0.033,0.019,0.016,-0.034
0.016,-0.032,-0.048,0.008,0.032,-0.04
0.024,-0.03,-0.054,0.003,0.039,-0.041
0.013,-0.029,-0.042,0.009,0.028,-0.035
0.01,-0.025,-0.035,0.008,0.023,-0.03
0.007,-0.024,-0.031,0.009,0.02,-0.027
-0.004,-0.028,-0.024,0.016,0.01,-0.026
-0.015,-0.03,-0.016,0.023,0.001,-0.023
-0.022,-0.03,-0.008,0.026,-0.007,-0.019
-0.025,-0.03,-0.005,0.028,-0.01,-0.017
-0.017,-0.03,-0.013,0.024,-0.002,-0.021
-0.012,-0.03,-0.018,0.021,0.003,-0.024
-0.006,-0.03,-0.024,0.018,0.009,-0.027
0.0,-0.031,-0.031,0.015,0.016,-0.031
0.0,-0.035,-0.035,0.018,0.018,-0.035
0.008,-0.035,-0.043,0.014,0.026,-0.039
0.015,-0.034,-0.049,0.01,0.033,-0.042
0.011,-0.037,-0.048,0.013,0.03,-0.042
0.004,-0.04,-0.045,0.019,0.024,-0.042
0.005,-0.04,-0.045,0.018,0.025,-0.042
0.005,-0.04,-0.045,0.018,0.025,-0.042
0.009,-0.037,-0.046,0.015,0.027,-0.041
0.009,-0.034,-0.043,0.013,0.026,-0.039
0.004,-0.035,-0.04,0.015,0.023,-0.037
0.005,-0.035,-0.04,0.015,0.023,-0.037
0.005,-0.035,-0.04,0.015,0.023,-0.037
0.005,-0.035,-0.041,0.015,0.023,-0.037
0.003,-0.035,-0.038,0.016,0.021,-0.036
-0.001,-0.035,-0.035,0.018,0.017,-0.035
0.0,-0.035,-0.035,0.018,0.018,-0.035
0.004,-0.031,-0.035,0.014,0.02,-0.033
0.005,-0.03,-0.035,0.013,0.02,-0.032
0.005,-0.03,-0.035,0.013,0.02,-0.032
0.004,-0.03,-0.034,0.013,0.019,-0.032
0.0,-0.03,-0.03,0.015,0.015,-0.03
0.0,-0.03,-0.03,0.015,0.015,-0.03
0.0,-0.03,-0.03,0.015,0.015,-0.03
0.0,-0.03,-0.03,0.015,0.015,-0.03
0.0,-0.029,-0.029,0.015,0.015,-0.029
0.0,-0.025,-0.025,0.013,0.013,-0.025
0.0,-0.025,-0.025,0.013,0.013,-0.025
0.0,-0.025,-0.025,0.013,0.013,-0.025
0.0,-0.025,-0.025,0.013,0.013,-0.025
0.0,-0.025,-0.025,0.013,0.013,-0.025
0.0,-0.025,-0.025,0.013,0.013,-0.025
-0.004,-0.025,-0.021,0.015,0.009,-0.022
-0.005,-0.025,-0.02,0.015,0.008,-0.022
-0.006,-0.025,-0.018,0.016,0.006,-0.021
-0.011,-0.026,-0.015,0.019,0.002,-0.02
-0.015,-0.03,-0.015,0.023,0.0,-0.022
-0.019,-0.03,-0.011,0.024,-0.004,-0.02
-0.025,-0.033,-0.008,0.029,-0.008,-0.02
-0.021,-0.035,-0.014,0.028,-0.003,-0.025
-0.006,-0.035,-0.029,0.021,0.012,-0.032
0.0,-0.04,-0.04,0.02,0.02,-0.04
-0.009,-0.045,-0.036,0.027,0.014,-0.04
-0.008,-0.043,-0.035,0.026,0.014,-0.038
-0.005,-0.038,-0.033,0.022,0.014,-0.035
-0.004,-0.034,-0.03,0.019,0.013,-0.031
0.0,-0.03,-0.03,0.015,0.015,-0.03
-0.004,-0.03,-0.026,0.018,0.011,-0.028
-0.002,-0.028,-0.025,0.016,0.012,-0.026
0.001,-0.022,-0.023,0.011,0.012,-0.023
0.0,-0.02,-0.02,0.01,0.01,-0.02
0.0,-0.02,-0.02,0.01,0.01,-0.02
0.0,-0.016,-0.016,0.009,0.008,-0.016
0.002,-0.012,-0.014,0.006,0.008,-0.013
0.01,-0.008,-0.018,0.0,0.014,-0.013
0.014,-0.013,-0.027,0.0,0.021,-0.019
0.005,-0.03,-0.035,0.013,0.02,-0.032
0.001,-0.042,-0.043,0.021,0.022,-0.043
-0.004,-0.053,-0.049,0.029,0.023,-0.051
-0.019,-0.067,-0.048,0.043,0.015,-0.058
-0.031,-0.075,-0.044,0.054,0.007,-0.06
-0.025,-0.07,-0.045,0.048,0.01,-0.057
-0.024,-0.07,-0.046,0.047,0.011,-0.057
-0.029,-0.071,-0.042,0.05,0.006,-0.056
-0.029,-0.068,-0.04,0.048,0.006,-0.054
-0.025,-0.065,-0.04,0.045,0.008,-0.052
-0.025,-0.065,-0.04,0.045,0.008,-0.052
-0.025,-0.065,-0.04,0.045,0.008,-0.052
-0.029,-0.066,-0.037,0.047,0.005,-0.051
-0.029,-0.063,-0.034,0.046,0.003,-0.049
-0.025,-0.06,-0.035,0.043,0.005,-0.047
-0.025,-0.06,-0.035,0.043,0.005,-0.047
-0.025,-0.06,-0.035,0.043,0.005,-0.047
-0.029,-0.06,-0.032,0.045,0.002,-0.046
-0.029,-0.058,-0.029,0.043,0.0,-0.044
-0.024,-0.055,-0.03,0.039,0.004,-0.042
-0.025,-0.055,-0.03,0.04,0.003,-0.042
-0.03,-0.055,-0.026,0.043,-0.001,-0.041
-0.027,-0.052,-0.025,0.04,-0.001,-0.038
-0.024,-0.05,-0.025,0.037,0.0,-0.037
-0.025,-0.05,-0.025,0.038,0.0,-0.037
-0.025,-0.05,-0.025,0.038,0.0,-0.037
-0.03,-0.05,-0.021,0.04,-0.004,-0.036
-0.028,-0.047,-0.019,0.037,-0.004,-0.033
-0.024,-0.044,-0.021,0.034,-0.001,-0.032
-0.026,-0.045,-0.019,0.036,-0.003,-0.032
-0.025,-0.045,-0.02,0.035,-0.002,-0.032
-0.01,-0.043,-0.033,0.027,0.012,-0.038
-0.025,-0.058,-0.033,0.042,0.005,-0.045
-0.036,-0.065,-0.029,0.05,-0.003,-0.047
-0.03,-0.059,-0.029,0.045,0.0,-0.044
-0.035,-0.06,-0.025,0.048,-0.005,-0.042
-0.031,-0.056,-0.025,0.044,-0.002,-0.04
-0.033,-0.055,-0.022,0.044,-0.005,-0.038
-0.033,-0.053,-0.02,0.043,-0.006,-0.036
-0.031,-0.05,-0.019,0.04,-0.006,-0.035
-0.035,-0.05,-0.015,0.043,-0.01,-0.032
-0.027,-0.042,-0.015,0.035,-0.006,-0.028
-0.025,-0.037,-0.012,0.031,-0.006,-0.024
-0.021,-0.031,-0.01,0.026,-0.005,-0.02
-0.015,-0.024,-0.009,0.019,-0.003,-0.016
-0.02,-0.02,0.0,0.02,-0.01,-0.01
-0.02,-0.012,0.008,0.016,-0.014,-0.002
-0.023,-0.007,0.016,0.015,-0.019,0.004
-0.025,-0.001,0.024,0.013,-0.024,0.011
-0.026,0.007,0.032,0.01,-0.03,0.019
-0.03,0.01,0.04,0.01,-0.035,0.025
-0.029,0.013,0.042,0.007,-0.036,0.028
-0.04,0.021,0.061,0.009,-0.051,0.041
-0.044,0.027,0.071,0.008,-0.057,0.048
-0.032,0.032,0.064,0.0,-0.048,0.047
-0.03,0.035,0.065,-0.003,-0.048,0.05
-0.036,0.029,0.065,0.003,-0.051,0.046
-0.02,0.045,0.065,-0.013,-0.043,0.055
-0.009,0.056,0.065,-0.024,-0.037,0.061
-0.017,0.048,0.065,-0.016,-0.041,0.056
-0.015,0.05,0.065,-0.018,-0.04,0.057
-0.002,0.063,0.065,-0.031,-0.034,0.064
-0.003,0.062,0.065,-0.03,-0.034,0.064
-0.019,0.047,0.065,-0.015,-0.042,0.056
-0.005,0.059,0.064,-0.027,-0.035,0.061
0.045,0.105,0.06,-0.075,-0.008,0.082
0.044,0.103,0.06,-0.074,-0.008,0.082
0.036,0.096,0.06,-0.066,-0.013,0.078
0.033,0.093,0.06,-0.063,-0.014,0.076
0.029,0.089,0.06,-0.059,-0.016,0.074
0.025,0.085,0.06,-0.055,-0.018,0.072
0.021,0.081,0.06,-0.051,-0.02,0.07
0.017,0.077,0.06,-0.047,-0.022,0.068
0.012,0.071,0.06,-0.042,-0.025,0.065
0.002,0.063,0.06,-0.033,-0.03,0.061
-0.005,0.055,0.06,-0.025,-0.033,0.057
-0.002,0.047,0.049,-0.023,-0.026,0.048
0.004,0.039,0.035,-0.022,-0.016,0.037
0.005,0.031,0.026,-0.017,-0.011,0.028
0.006,0.024,0.017,-0.015,-0.006,0.02
0.015,0.02,0.005,-0.018,0.005,0.012
0.019,0.012,-0.007,-0.016,0.013,0.002
0.024,0.006,-0.018,-0.015,0.021,-0.005
0.022,0.004,-0.019,-0.013,0.02,-0.007
0.013,-0.002,-0.014,-0.005,0.014,-0.008
0.005,-0.01,-0.015,0.003,0.01,-0.012
0.0,-0.015,-0.015,0.008,0.008,-0.015
-0.001,-0.016,-0.015,0.009,0.007,-0.015
-0.014,-0.029,-0.015,0.022,0.001,-0.021
-0.026,-0.041,-0.015,0.034,-0.005,-0.028
-0.02,-0.035,-0.015,0.028,-0.002,-0.025
-0.024,-0.034,-0.011,0.029,-0.006,-0.022
-0.026,-0.036,-0.01,0.031,-0.008,-0.022
-0.023,-0.033,-0.01,0.028,-0.006,-0.021
-0.02,-0.03,-0.01,0.025,-0.005,-0.02
-0.02,-0.03,-0.01,0.025,-0.005,-0.02
-0.02,-0.03,-0.01,0.025,-0.005,-0.02
-0.02,-0.027,-0.007,0.024,-0.006,-0.017
-0.02,-0.024,-0.004,0.023,-0.007,-0.014
-0.02,-0.025,-0.005,0.023,-0.007,-0.015
-0.02,-0.025,-0.005,0.023,-0.007,-0.015
-0.016,-0.021,-0.005,0.019,-0.006,-0.012
-0.013,-0.019,-0.006,0.017,-0.004,-0.012
-0.02,-0.021,-0.001,0.021,-0.01,-0.01
-0.033,-0.019,0.014,0.026,-0.023,-0.003
-0.04,-0.015,0.025,0.027,-0.032,0.005
-0.036,-0.015,0.021,0.025,-0.028,0.003
-0.035,-0.016,0.02,0.026,-0.027,0.002
-0.032,-0.013,0.019,0.022,-0.025,0.002
-0.024,-0.01,0.014,0.016,-0.019,0.002
-0.025,-0.01,0.015,0.017,-0.02,0.002
-0.034,-0.01,0.023,0.022,-0.028,0.006
-0.035,-0.007,0.028,0.021,-0.031,0.01
-0.037,-0.004,0.033,0.021,-0.035,0.014
-0.048,-0.005,0.043,0.027,-0.045,0.018
-0.05,-0.005,0.045,0.027,-0.047,0.02
-0.022,-0.003,0.018,0.012,-0.019,0.007
-0.006,-0.016,-0.01,0.011,0.002,-0.013
-0.002,-0.031,-0.029,0.017,0.014,-0.03
0.017,-0.044,-0.061,0.014,0.039,-0.052
0.04,-0.06,-0.1,0.01,0.07,-0.08
0.025,-0.07,-0.095,0.022,0.061,-0.082
-0.017,-0.095,-0.078,0.057,0.031,-0.086
0.021,-0.088,-0.109,0.034,0.065,-0.098
0.094,-0.046,-0.14,-0.024,0.118,-0.093
0.09,-0.015,-0.105,-0.037,0.098,-0.06
0.117,0.038,-0.079,-0.077,0.098,-0.02
0.205,0.147,-0.058,-0.176,0.132,0.045
0.247,0.268,0.02,-0.257,0.114,0.144
0.243,0.397,0.154,-0.32,0.044,0.276
0.305,0.575,0.27,-0.44,0.017,0.422
0.408,0.754,0.346,-0.581,0.031,0.55
0.403,0.874,0.471,-0.639,-0.034,0.672
0.422,1.035,0.613,-0.729,-0.095,0.824
0.424,1.222,0.799,-0.823,-0.188,1.01
0.295,1.295,1.0,-0.795,-0.353,1.147
0.307,1.262,0.955,-0.785,-0.324,1.108
0.224,1.11,0.886,-0.667,-0.332,0.998
0.079,0.897,0.817,-0.488,-0.37,0.857
-0.007,0.719,0.726,-0.356,-0.367,0.722
-0.065,0.6,0.665,-0.268,-0.365,0.632
-0.142,0.458,0.6,-0.159,-0.371,0.528
-0.232,0.315,0.547,-0.041,-0.389,0.431
-0.231,0.224,0.454,0.004,-0.343,0.339
-0.18,0.171,0.351,0.004,-0.266,0.261
-0.185,0.11,0.295,0.037,-0.24,0.202
-0.153,0.051,0.204,0.051,-0.179,0.127
-0.171,-0.013,0.157,0.092,-0.165,0.072
-0.196,-0.056,0.14,0.126,-0.168,0.041
-0.179,-0.065,0.114,0.122,-0.146,0.024
-0.15,-0.06,0.09,0.105,-0.12,0.015
-0.129,-0.06,0.069,0.094,-0.099,0.004
-0.115,-0.057,0.058,0.086,-0.086,0.0
-0.106,-0.054,0.051,0.079,-0.078,-0.001
-0.098,-0.055,0.043,0.076,-0.07,-0.006
-0.09,-0.055,0.035,0.072,-0.062,-0.01
-0.078,-0.051,0.027,0.064,-0.052,-0.011
-0.068,-0.049,0.019,0.058,-0.043,-0.015
-0.063,-0.051,0.013,0.057,-0.038,-0.019
-0.058,-0.049,0.009,0.054,-0.033,-0.02
-0.05,-0.045,0.005,0.047,-0.027,-0.02
-0.05,-0.045,0.005,0.047,-0.027,-0.02
-0.051,-0.046,0.005,0.048,-0.027,-0.02
-0.048,-0.043,0.005,0.045,-0.026,-0.019
-0.045,-0.04,0.005,0.042,-0.025,-0.017
-0.045,-0.04,0.005,0.042,-0.025,-0.017
-0.045,-0.04,0.005,0.042,-0.025,-0.017
-0.042,-0.037,0.005,0.039,-0.023,-0.016
-0.038,-0.033,0.005,0.035,-0.021,-0.014
-0.034,-0.029,0.005,0.031,-0.02,-0.011
-0.03,-0.025,0.005,0.027,-0.017,-0.01
-0.023,-0.021,0.002,0.021,-0.012,-0.009
-0.044,-0.016,0.027,0.03,-0.035,0.005
-0.057,-0.015,0.042,0.036,-0.049,0.013
-0.048,-0.014,0.034,0.031,-0.04,0.01
-0.045,-0.01,0.035,0.027,-0.04,0.012
-0.045,-0.01,0.035,0.027,-0.04,0.012
-0.042,-0.007,0.035,0.024,-0.038,0.014
-0.04,-0.005,0.035,0.022,-0.037,0.015
-0.039,-0.004,0.035,0.021,-0.037,0.015
-0.035,0.0,0.035,0.017,-0.035,0.017
-0.035,0.0,0.035,0.017,-0.035,0.017
-0.032,0.003,0.035,0.014,-0.034,0.019
-0.03,0.005,0.035,0.012,-0.033,0.02
-0.029,0.006,0.035,0.011,-0.033,0.02
-0.025,0.01,0.035,0.007,-0.03,0.022
-0.025,0.01,0.035,0.007,-0.03,0.022
-0.022,0.013,0.035,0.004,-0.029,0.024
-0.02,0.015,0.035,0.002,-0.028,0.025
-0.019,0.016,0.035,0.001,-0.028,0.025
-0.015,0.02,0.035,-0.003,-0.025,0.027
-0.013,0.022,0.035,-0.005,-0.024,0.028
-0.025,0.01,0.035,0.007,-0.03,0.022
-0.028,0.007,0.035,0.01,-0.032,0.021
-0.017,0.018,0.035,-0.001,-0.027,0.026
-0.01,0.025,0.035,-0.008,-0.023,0.03
-0.002,0.033,0.035,-0.016,-0.019,0.034
0.007,0.042,0.035,-0.025,-0.014,0.039
0.009,0.044,0.035,-0.027,-0.013,0.039
0.004,0.039,0.035,-0.022,-0.016,0.036
0.0,0.035,0.035,-0.018,-0.018,0.035
0.0,0.031,0.031,-0.015,-0.016,0.031
0.0,0.027,0.027,-0.014,-0.014,0.027
0.0,0.023,0.023,-0.012,-0.012,0.023
0.0,0.019,0.019,-0.01,-0.009,0.019
0.005,0.02,0.015,-0.013,-0.005,0.017
0.017,0.028,0.012,-0.022,0.002,0.02
0.029,0.032,0.004,-0.031,0.012,0.018
0.026,0.041,0.015,-0.034,0.005,0.028
0.012,0.061,0.049,-0.036,-0.019,0.054
0.01,0.08,0.07,-0.045,-0.03,0.075
0.026,0.085,0.059,-0.056,-0.017,0.072
0.036,0.085,0.049,-0.061,-0.007,0.067
0.046,0.085,0.038,-0.066,0.004,0.061
0.038,0.086,0.048,-0.062,-0.006,0.067
0.0,0.09,0.09,-0.045,-0.045,0.09
0.002,0.09,0.088,-0.047,-0.043,0.089
0.006,0.089,0.083,-0.048,-0.038,0.086
0.006,0.092,0.086,-0.049,-0.04,0.089
0.012,0.096,0.084,-0.054,-0.036,0.09
0.02,0.1,0.08,-0.06,-0.03,0.09
0.025,0.104,0.08,-0.064,-0.028,0.092
0.025,0.105,0.08,-0.065,-0.028,0.092
0.026,0.107,0.08,-0.066,-0.027,0.093
0.032,0.111,0.079,-0.071,-0.024,0.095
0.04,0.115,0.075,-0.078,-0.018,0.095
0.049,0.123,0.075,-0.086,-0.014,0.099
0.053,0.128,0.076,-0.091,-0.012,0.102
0.059,0.132,0.073,-0.096,-0.007,0.102
0.066,0.135,0.07,-0.1,-0.003,0.102
0.065,0.135,0.07,-0.1,-0.003,0.102
0.069,0.139,0.07,-0.104,-0.001,0.105
0.07,0.14,0.07,-0.105,0.0,0.105
0.072,0.142,0.07,-0.107,0.001,0.106
0.075,0.145,0.07,-0.11,0.002,0.107
0.075,0.145,0.07,-0.11,0.002,0.107
0.075,0.145,0.07,-0.11,0.002,0.107
0.074,0.144,0.07,-0.109,0.001,0.106
0.079,0.149,0.07,-0.114,0.004,0.11
0.094,0.164,0.069,-0.129,0.013,0.117
0.11,0.18,0.07,-0.145,0.02,0.125
0.112,0.196,0.085,-0.154,0.014,0.14
0.102,0.209,0.107,-0.156,-0.003,0.158
0.104,0.221,0.117,-0.163,-0.007,0.169
0.127,0.233,0.106,-0.18,0.01,0.169
0.145,0.25,0.105,-0.198,0.02,0.177
0.134,0.28,0.146,-0.207,-0.007,0.213
0.128,0.293,0.165,-0.211,-0.019,0.229
0.148,0.315,0.167,-0.232,-0.01,0.24
0.166,0.336,0.17,-0.251,-0.002,0.252
0.165,0.33,0.165,-0.248,0.0,0.247
0.189,0.354,0.165,-0.272,0.013,0.259
0.2,0.366,0.166,-0.284,0.017,0.266
0.202,0.365,0.163,-0.284,0.019,0.264
0.196,0.365,0.168,-0.281,0.013,0.267
0.18,0.365,0.185,-0.273,-0.003,0.275
0.187,0.369,0.182,-0.278,0.002,0.276
0.195,0.371,0.176,-0.283,0.01,0.273
0.192,0.367,0.175,-0.28,0.008,0.271
0.182,0.375,0.192,-0.279,-0.005,0.283
0.175,0.4,0.225,-0.288,-0.025,0.312
0.175,0.406,0.231,-0.29,-0.028,0.318
0.175,0.404,0.23,-0.289,-0.028,0.316
0.177,0.407,0.23,-0.292,-0.027,0.318
0.18,0.41,0.23,-0.295,-0.025,0.32
0.18,0.41,0.23,-0.295,-0.025,0.32
0.186,0.416,0.23,-0.301,-0.022,0.323
0.208,0.437,0.229,-0.322,-0.011,0.333
0.212,0.444,0.232,-0.328,-0.01,0.338
0.197,0.432,0.235,-0.315,-0.02,0.334
0.19,0.425,0.235,-0.308,-0.023,0.33
0.183,0.417,0.234,-0.3,-0.026,0.326
0.171,0.409,0.238,-0.29,-0.034,0.323
0.161,0.401,0.24,-0.281,-0.04,0.32
0.153,0.393,0.241,-0.273,-0.044,0.316
0.145,0.385,0.24,-0.265,-0.048,0.312
0.145,0.369,0.224,-0.257,-0.04,0.296
0.143,0.353,0.21,-0.248,-0.034,0.281
0.137,0.337,0.199,-0.237,-0.032,0.268
0.135,0.322,0.187,-0.228,-0.026,0.254
0.135,0.31,0.175,-0.223,-0.02,0.242
0.127,0.294,0.167,-0.211,-0.02,0.23
0.119,0.278,0.159,-0.199,-0.02,0.218
0.111,0.262,0.151,-0.187,-0.02,0.206
0.103,0.246,0.143,-0.175,-0.02,0.194
0.095,0.23,0.135,-0.163,-0.02,0.182
0.084,0.21,0.127,-0.148,-0.022,0.168
0.067,0.189,0.122,-0.128,-0.028,0.156
0.057,0.173,0.116,-0.115,-0.03,0.144
0.054,0.163,0.109,-0.109,-0.028,0.135
0.05,0.155,0.105,-0.103,-0.028,0.13
0.046,0.143,0.097,-0.095,-0.026,0.119
0.042,0.134,0.092,-0.088,-0.025,0.113
0.038,0.124,0.087,-0.081,-0.025,0.105
0.035,0.113,0.078,-0.074,-0.022,0.095
0.035,0.105,0.07,-0.07,-0.018,0.087
0.031,0.093,0.062,-0.062,-0.016,0.077
0.03,0.084,0.054,-0.057,-0.012,0.069
0.028,0.074,0.046,-0.051,-0.009,0.06
0.024,0.063,0.039,-0.043,-0.008,0.05
0.02,0.055,0.035,-0.038,-0.008,0.045
0.012,0.043,0.031,-0.028,-0.009,0.037
0.004,0.033,0.03,-0.018,-0.013,0.031
-0.003,0.027,0.03,-0.012,-0.017,0.029
-0.005,0.025,0.03,-0.01,-0.018,0.027
-0.005,0.025,0.03,-0.01,-0.018,0.027
-0.01,0.021,0.03,-0.005,-0.02,0.026
-0.007,0.02,0.027,-0.007,-0.017,0.023
-0.006,0.018,0.024,-0.006,-0.016,0.021
-0.01,0.015,0.025,-0.003,-0.018,0.02
-0.01,0.015,0.025,-0.003,-0.018,0.02
-0.014,0.011,0.025,0.001,-0.02,0.017
-0.016,0.009,0.025,0.003,-0.021,0.017
-0.013,0.011,0.023,0.001,-0.018,0.017
-0.01,0.009,0.019,0.0,-0.014,0.014
-0.01,0.005,0.015,0.002,-0.013,0.01
-0.006,0.005,0.011,0.0,-0.009,0.008
-0.005,0.002,0.007,0.001,-0.006,0.004
-0.003,0.0,0.003,0.001,-0.003,0.001
0.0,-0.001,-0.001,0.0,0.001,-0.001
0.0,-0.005,-0.005,0.003,0.003,-0.005
0.004,-0.005,-0.009,0.0,0.007,-0.007
0.005,-0.008,-0.013,0.001,0.009,-0.01
0.005,-0.012,-0.017,0.003,0.011,-0.014
0.013,-0.008,-0.021,-0.002,0.017,-0.015
0.015,-0.01,-0.025,-0.002,0.02,-0.017
-0.015,-0.044,-0.029,0.03,0.007,-0.036
-0.016,-0.05,-0.034,0.033,0.009,-0.042
-0.01,-0.044,-0.034,0.027,0.012,-0.038
-0.015,-0.044,-0.029,0.03,0.008,-0.036
-0.01,-0.04,-0.03,0.025,0.01,-0.035
-0.01,-0.04,-0.031,0.025,0.01,-0.035
-0.01,-0.037,-0.027,0.024,0.009,-0.032
-0.01,-0.035,-0.025,0.023,0.008,-0.03
-0.009,-0.034,-0.025,0.022,0.008,-0.03
-0.005,-0.03,-0.025,0.018,0.01,-0.027
-0.005,-0.03,-0.025,0.018,0.01,-0.027
-0.005,-0.027,-0.022,0.016,0.009,-0.024
-0.005,-0.025,-0.019,0.015,0.008,-0.021
-0.004,-0.025,-0.02,0.014,0.008,-0.022
0.0,-0.02,-0.02,0.01,0.01,-0.02
0.0,-0.016,-0.016,0.008,0.008,-0.016
0.0,-0.015,-0.015,0.008,0.008,-0.015
0.001,-0.014,-0.015,0.007,0.008,-0.014
0.007,-0.008,-0.015,0.001,0.011,-0.011
0.01,-0.005,-0.015,-0.002,0.013,-0.01
